site_id,timestamp,hour_ahead,temperature_2m,cloud_cover_pct,ghi_wm2,dni_wm2,wind_speed_10m,wind_speed_100m
hornsea-wind,2026-09-14T23:00:00Z,67,16.0,43.5,0.0,0.0,12.43,16.57
hornsea-wind,2026-09-15T00:00:00Z,68,13.98,42.3,0.0,0.0,12.17,16.22
hornsea-wind,2026-09-15T01:00:00Z,69,12.44,41.0,0.0,0.0,11.8,15.74
hornsea-wind,2026-09-15T02:00:00Z,70,11.48,39.3,0.0,0.0,11.38,15.18
hornsea-wind,2026-09-15T03:00:00Z,71,11.15,37.5,0.0,0.0,10.94,14.58
hornsea-wind,2026-09-15T04:00:00Z,72,11.46,35.4,0.0,0.0,10.51,14.02
hybrid-gansu,2026-09-12T05:00:00Z,1,27.58,47.9,672.03,539.38,7.24,10.96
hybrid-gansu,2026-09-12T06:00:00Z,2,29.49,49.6,674.87,540.86,7.83,11.86
hybrid-gansu,2026-09-12T07:00:00Z,3,30.9,50.7,639.27,504.51,8.45,12.79
hybrid-gansu,2026-09-12T08:00:00Z,4,31.71,51.3,567.96,434.7,9.05,13.69
hybrid-gansu,2026-09-12T09:00:00Z,5,31.89,51.4,464.65,338.14,9.58,14.49
hybrid-gansu,2026-09-12T10:00:00Z,6,31.42,51.1,334.14,224.04,9.99,15.12
hybrid-gansu,2026-09-12T11:00:00Z,7,30.34,50.5,182.46,105.28,10.26,15.52
hybrid-gansu,2026-09-12T12:00:00Z,8,28.74,49.5,16.98,5.42,10.34,15.66
hybrid-gansu,2026-09-12T13:00:00Z,9,26.72,41.8,0.0,0.0,10.24,15.49
hybrid-gansu,2026-09-12T14:00:00Z,10,24.44,43.0,0.0,0.0,9.93,15.02
hybrid-gansu,2026-09-12T15:00:00Z,11,22.06,44.0,0.0,0.0,9.42,14.26
hybrid-gansu,2026-09-12T16:00:00Z,12,19.74,44.6,0.0,0.0,8.75,13.24
hybrid-gansu,2026-09-12T17:00:00Z,13,17.65,44.9,0.0,0.0,7.93,12.0
hybrid-gansu,2026-09-12T18:00:00Z,14,15.94,45.0,0.0,0.0,7.02,10.62
hybrid-gansu,2026-09-12T19:00:00Z,15,14.72,44.7,0.0,0.0,6.06,9.17
hybrid-gansu,2026-09-12T20:00:00Z,16,14.1,44.1,0.0,0.0,5.11,7.73
hybrid-gansu,2026-09-12T21:00:00Z,17,14.1,43.2,0.0,0.0,4.22,6.38
hybrid-gansu,2026-09-12T22:00:00Z,18,14.75,42.0,0.0,0.0,3.45,5.22
hybrid-gansu,2026-09-12T23:00:00Z,19,16.0,40.6,0.0,0.0,2.84,4.3
hybrid-gansu,2026-09-13T00:00:00Z,20,17.76,37.8,76.7,36.19,2.44,3.7
hybrid-gansu,2026-09-13T01:00:00Z,21,19.93,37.9,263.15,168.97,2.27,3.44
hybrid-gansu,2026-09-13T02:00:00Z,22,22.35,38.1,432.25,314.17,2.34,3.55
hybrid-gansu,2026-09-13T03:00:00Z,23,24.87,38.4,573.25,447.02,2.66,4.02
hybrid-gansu,2026-09-13T04:00:00Z,24,27.32,38.6,677.67,550.91,3.19,4.84
hybrid-gansu,2026-09-13T05:00:00Z,25,29.53,38.8,739.7,614.56,3.93,5.95
hybrid-gansu,2026-09-13T06:00:00Z,26,31.35,38.8,756.26,631.8,4.82,7.3
hybrid-gansu,2026-09-13T07:00:00Z,27,32.66,38.6,726.9,601.4,5.82,8.81
hybrid-gansu,2026-09-13T08:00:00Z,28,33.38,38.1,653.48,526.67,6.87,10.4
hybrid-gansu,2026-09-13T09:00:00Z,29,33.45,37.3,539.85,415.08,7.91,11.98
hybrid-gansu,2026-09-13T10:00:00Z,30,32.87,36.0,391.55,278.08,8.89,13.45
hybrid-gansu,2026-09-13T11:00:00Z,31,31.68,34.4,215.57,132.02,9.74,14.75
hybrid-gansu,2026-09-13T12:00:00Z,32,29.96,32.4,20.24,6.87,10.44,15.79
hybrid-gansu,2026-09-13T13:00:00Z,33,27.82,9.9,0.0,0.0,10.93,16.54
hybrid-gansu,2026-09-13T14:00:00Z,34,25.42,8.4,0.0,0.0,11.2,16.95
hybrid-gansu,2026-09-13T15:00:00Z,35,22.91,7.1,0.0,0.0,11.25,17.02
hybrid-gansu,2026-09-13T16:00:00Z,36,20.46,6.1,0.0,0.0,11.07,16.75
hybrid-gansu,2026-09-13T17:00:00Z,37,18.23,5.4,0.0,0.0,10.68,16.17
hybrid-gansu,2026-09-13T18:00:00Z,38,16.39,5.1,0.0,0.0,10.13,15.33
hybrid-gansu,2026-09-13T19:00:00Z,39,15.04,5.0,0.0,0.0,9.44,14.28
hybrid-gansu,2026-09-13T20:00:00Z,40,14.27,5.3,0.0,0.0,8.66,13.11
hybrid-gansu,2026-09-13T21:00:00Z,41,14.14,5.8,0.0,0.0,7.85,11.88
hybrid-gansu,2026-09-13T22:00:00Z,42,14.65,6.7,0.0,0.0,7.06,10.68
hybrid-gansu,2026-09-13T23:00:00Z,43,15.76,7.8,0.0,0.0,6.33,9.58
hybrid-gansu,2026-09-14T00:00:00Z,44,17.39,5.0,101.59,51.84,5.71,8.64
hybrid-gansu,2026-09-14T01:00:00Z,45,19.42,5.0,348.85,242.35,5.23,7.91
hybrid-gansu,2026-09-14T02:00:00Z,46,21.71,5.0,574.19,451.82,4.91,7.43
hybrid-gansu,2026-09-14T03:00:00Z,47,24.1,5.0,763.45,645.1,4.76,7.2
hybrid-gansu,2026-09-14T04:00:00Z,48,26.42,5.0,904.75,797.64,4.78,7.23
hybrid-gansu,2026-09-14T05:00:00Z,49,28.5,5.0,989.19,891.76,4.95,7.49
hybrid-gansu,2026-09-14T06:00:00Z,50,30.2,5.0,1011.48,916.94,5.25,7.94
hybrid-gansu,2026-09-14T07:00:00Z,51,31.39,5.0,970.22,870.43,5.64,8.54
hybrid-gansu,2026-09-14T08:00:00Z,52,31.99,5.0,867.99,757.34,6.09,9.22
hybrid-gansu,2026-09-14T09:00:00Z,53,31.95,5.0,711.22,590.41,6.55,9.92
hybrid-gansu,2026-09-14T10:00:00Z,54,31.26,5.0,509.77,389.37,6.99,10.57
hybrid-gansu,2026-09-14T11:00:00Z,55,29.97,5.0,276.28,181.07,7.35,11.13
hybrid-gansu,2026-09-14T12:00:00Z,56,28.15,5.0,25.44,9.18,7.62,11.54
hybrid-gansu,2026-09-14T13:00:00Z,57,25.92,38.1,0.0,0.0,7.77,11.77
hybrid-gansu,2026-09-14T14:00:00Z,58,23.44,39.9,0.0,0.0,7.79,11.79
hybrid-gansu,2026-09-14T15:00:00Z,59,20.85,41.5,0.0,0.0,7.67,11.61
hybrid-gansu,2026-09-14T16:00:00Z,60,18.32,42.7,0.0,0.0,7.43,11.25
hybrid-gansu,2026-09-14T17:00:00Z,61,16.03,43.8,0.0,0.0,7.08,10.72
hybrid-gansu,2026-09-14T18:00:00Z,62,14.13,44.5,0.0,0.0,6.66,10.09
hybrid-gansu,2026-09-14T19:00:00Z,63,12.72,44.9,0.0,0.0,6.21,9.4
hybrid-gansu,2026-09-14T20:00:00Z,64,11.92,45.0,0.0,0.0,5.76,8.71
hybrid-gansu,2026-09-14T21:00:00Z,65,11.75,44.8,0.0,0.0,5.35,8.1
hybrid-gansu,2026-09-14T22:00:00Z,66,12.23,44.3,0.0,0.0,5.03,7.61
hybrid-gansu,2026-09-14T23:00:00Z,67,13.31,43.5,0.0,0.0,4.83,7.31
hybrid-gansu,2026-09-15T00:00:00Z,68,14.92,5.0,101.59,51.84,4.78,7.24
hybrid-gansu,2026-09-15T01:00:00Z,69,16.95,5.0,348.85,242.35,4.9,7.41
hybrid-gansu,2026-09-15T02:00:00Z,70,19.24,5.0,574.19,451.82,5.18,7.84
hybrid-gansu,2026-09-15T03:00:00Z,71,21.63,5.0,763.45,645.1,5.63,8.52
hybrid-gansu,2026-09-15T04:00:00Z,72,23.97,5.0,904.75,797.64,6.22,9.42
